hurricane_name,date,time,lat,lon,wind_mph,pressure_mb,storm_type ,city,state,zipcode
Hurricane-Grace,8/20/2021,9:00:00 AM,20.64,-93.25,77,986,Tropical Storm,,,
Hurricane-Grace,8/20/2021,12:00:00 PM,20.6,-93.8,86,982,Category 1 Hurricane,,,
Hurricane-Grace,8/20/2021,3:00:00 PM,20.58,-94.26,92,978,Category 1 Hurricane,,,
Hurricane-Grace,8/20/2021,6:00:00 PM,20.6,-94.7,98,975,Category 2 Hurricane,,,
Hurricane-Grace,8/20/2021,9:00:00 PM,20.66,-95.21,109,971,Category 2 Hurricane,,,
Hurricane-Grace,8/21/2021,12:00:00 AM,20.7,-95.8,121,967,Category 3 Major Hurricane,,,
Hurricane-Grace,8/21/2021,3:00:00 AM,20.64,-96.53,121,967,Category 3 Major Hurricane,,,
Hurricane-Grace,8/21/2021,5:30:00 AM,20.6,-97.1,121,967,Category 3 Major Hurricane,,,
Hurricane-Grace,8/21/2021,6:00:00 AM,20.6,-97.2,115,969,Category 3 Major Hurricane,,,
Hurricane-Grace,8/21/2021,9:00:00 AM,20.47,-97.67,92,978,Category 1 Hurricane,,,
Hurricane-Grace,8/21/2021,12:00:00 PM,20.2,-98.0,69,988,Tropical Storm,,,
Hurricane-Henri,8/15/2021,12:00:00 AM,35.8,-63.4,29,1014,Tropical Low,,,
Hurricane-Henri,8/15/2021,3:00:00 AM,35.62,-63.26,29,1013,Tropical Low,,,
Hurricane-Henri,8/15/2021,6:00:00 AM,35.4,-63.1,29,1012,Tropical Low,,,
Hurricane-Henri,8/15/2021,9:00:00 AM,35.12,-62.93,29,1012,Tropical Low,,,
Hurricane-Henri,8/15/2021,12:00:00 PM,34.8,-62.8,29,1012,Tropical Low,,,
Hurricane-Henri,8/15/2021,3:00:00 PM,34.46,-62.73,29,1011,Tropical Low,,,
Hurricane-Henri,8/15/2021,6:00:00 PM,34.1,-62.7,29,1011,Tropical Depression,,,
Hurricane-Henri,8/15/2021,9:00:00 PM,33.77,-62.69,31,1010,Tropical Depression,,,
Hurricane-Henri,8/16/2021,12:00:00 AM,33.4,-62.7,35,1010,Tropical Depression,,,
Hurricane-Henri,8/16/2021,3:00:00 AM,32.97,-62.7,35,1010,Tropical Depression,,,
Hurricane-Henri,8/16/2021,6:00:00 AM,32.5,-62.7,35,1010,Tropical Depression,,,
Hurricane-Henri,8/16/2021,9:00:00 AM,32.02,-62.68,35,1010,Tropical Depression,,,
Hurricane-Henri,8/16/2021,12:00:00 PM,31.6,-62.7,35,1010,Tropical Depression,,,
Hurricane-Henri,8/16/2021,3:00:00 PM,31.31,-62.79,37,1009,Tropical Depression,,,
Hurricane-Henri,8/16/2021,6:00:00 PM,31.1,-62.9,40,1009,Tropical Storm,,,
Hurricane-Henri,8/16/2021,9:00:00 PM,30.93,-63.0,43,1008,Tropical Storm,,,
Hurricane-Henri,8/17/2021,12:00:00 AM,30.8,-63.1,46,1008,Tropical Storm,,,
Hurricane-Henri,8/17/2021,3:00:00 AM,30.69,-63.19,48,1006,Tropical Storm,,,
Hurricane-Henri,8/17/2021,6:00:00 AM,30.6,-63.3,52,1004,Tropical Storm,,,
Hurricane-Henri,8/17/2021,9:00:00 AM,30.49,-63.44,52,1004,Tropical Storm,,,
Hurricane-Henri,8/17/2021,12:00:00 PM,30.4,-63.6,52,1004,Tropical Storm,,,
Hurricane-Henri,8/17/2021,3:00:00 PM,30.34,-63.73,58,1002,Tropical Storm,,,
Hurricane-Henri,8/17/2021,6:00:00 PM,30.3,-63.9,63,1000,Tropical Storm,,,
Hurricane-Henri,8/17/2021,9:00:00 PM,30.25,-64.16,63,999,Tropical Storm,,,
Hurricane-Henri,8/18/2021,12:00:00 AM,30.2,-64.5,63,998,Tropical Storm,,,
Hurricane-Henri,8/18/2021,3:00:00 AM,30.15,-64.88,63,998,Tropical Storm,,,
Hurricane-Henri,8/18/2021,6:00:00 AM,30.1,-65.3,63,998,Tropical Storm,,,
Hurricane-Henri,8/18/2021,9:00:00 AM,30.05,-65.74,63,998,Tropical Storm,,,
Hurricane-Henri,8/18/2021,12:00:00 PM,30.0,-66.2,63,998,Tropical Storm,,,
Hurricane-Henri,8/18/2021,3:00:00 PM,29.96,-66.65,66,996,Tropical Storm,,,
Hurricane-Henri,8/18/2021,6:00:00 PM,29.9,-67.1,69,995,Tropical Storm,,,
Hurricane-Henri,8/18/2021,9:00:00 PM,29.81,-67.54,69,995,Tropical Storm,,,
Hurricane-Henri,8/19/2021,12:00:00 AM,29.7,-68.0,69,995,Tropical Storm,,,
Hurricane-Henri,8/19/2021,3:00:00 AM,29.58,-68.49,69,995,Tropical Storm,,,
Hurricane-Henri,8/19/2021,6:00:00 AM,29.5,-69.0,69,995,Tropical Storm,,,
Hurricane-Henri,8/19/2021,9:00:00 AM,29.48,-69.5,69,995,Tropical Storm,,,
Hurricane-Henri,8/19/2021,12:00:00 PM,29.5,-70.0,69,995,Tropical Storm,,,
Hurricane-Henri,8/19/2021,3:00:00 PM,29.54,-70.5,66,997,Tropical Storm,,,
Hurricane-Henri,8/19/2021,6:00:00 PM,29.6,-71.0,63,999,Tropical Storm,,,
Hurricane-Henri,8/19/2021,9:00:00 PM,29.64,-71.51,63,998,Tropical Storm,,,
Hurricane-Henri,8/20/2021,12:00:00 AM,29.7,-72.0,63,997,Tropical Storm,,,
Hurricane-Henri,8/20/2021,3:00:00 AM,29.79,-72.47,63,996,Tropical Storm,,,
Hurricane-Henri,8/20/2021,6:00:00 AM,29.9,-72.9,63,995,Tropical Storm,,,
Hurricane-Henri,8/20/2021,9:00:00 AM,29.96,-73.3,63,995,Tropical Storm,,,
Hurricane-Henri,8/20/2021,12:00:00 PM,30.1,-73.6,63,995,Tropical Storm,,,
Hurricane-Henri,8/20/2021,3:00:00 PM,30.4,-73.76,66,994,Tropical Storm,,,
Hurricane-Henri,8/20/2021,6:00:00 PM,30.8,-73.8,69,994,Tropical Storm,,,
Hurricane-Henri,8/20/2021,9:00:00 PM,31.19,-73.79,69,993,Tropical Storm,,,
Hurricane-Henri,8/21/2021,12:00:00 AM,31.6,-73.7,69,993,Tropical Storm,,,
Hurricane-Henri,8/21/2021,3:00:00 AM,32.03,-73.59,69,993,Tropical Storm,,,
Hurricane-Henri,8/21/2021,6:00:00 AM,32.5,-73.4,69,993,Tropical Storm,,,
Hurricane-Henri,8/21/2021,9:00:00 AM,32.98,-73.09,71,992,Tropical Storm,,,
Hurricane-Henri,8/21/2021,12:00:00 PM,33.6,-72.7,75,991,Category 1 Hurricane,,,
Hurricane-Henri,8/21/2021,3:00:00 PM,34.42,-72.26,75,990,Category 1 Hurricane,,,
Hurricane-Henri,8/21/2021,6:00:00 PM,35.4,-71.8,75,990,Category 1 Hurricane,,,
Hurricane-Henri,8/21/2021,9:00:00 PM,36.5,-71.28,75,989,Category 1 Hurricane,,,
Hurricane-Henri,8/22/2021,12:00:00 AM,37.6,-70.9,75,988,Category 1 Hurricane,,,
Hurricane-Henri,8/22/2021,3:00:00 AM,38.57,-70.86,75,987,Category 1 Hurricane,,,
Hurricane-Henri,8/22/2021,6:00:00 AM,39.4,-71.0,75,986,Category 1 Hurricane,,,
Hurricane-Henri,8/22/2021,9:00:00 AM,40.12,-71.11,69,986,Hurricane,,,
Hurricane-Henri,8/22/2021,12:00:00 PM,40.7,-71.3,63,986,Tropical Storm,,,
Hurricane-Henri,8/22/2021,3:00:00 PM,41.16,-71.54,63,986,Tropical Storm,,,
Hurricane-Henri,8/22/2021,3:20:00 PM,41.2,-71.6,63,987,Tropical Storm,,,
Hurricane-Henri,8/22/2021,4:15:00 PM,41.3,-71.8,63,988,Tropical Storm,,,
Hurricane-Henri,8/22/2021,6:00:00 PM,41.5,-72.0,46,991,Tropical Storm,,,
Hurricane-Henri,8/22/2021,9:00:00 PM,41.72,-72.44,40,995,Tropical Storm,,,
Hurricane-Henri,8/23/2021,12:00:00 AM,41.8,-73.0,35,1000,Tropical Depression,,,
Hurricane-Henri,8/23/2021,3:00:00 AM,41.78,-73.79,31,1002,Tropical Depression,,,
Hurricane-Henri,8/23/2021,6:00:00 AM,41.7,-74.4,29,1005,Tropical Depression,,,
Hurricane-Henri,8/23/2021,9:00:00 AM,41.65,-74.43,29,1005,Tropical Depression,,,
Hurricane-Henri,8/23/2021,12:00:00 PM,41.6,-74.2,29,1005,Tropical Depression,,,
Hurricane-Henri,8/23/2021,3:00:00 PM,41.55,-74.07,29,1005,Tropical Depression,,,
Hurricane-Henri,8/23/2021,6:00:00 PM,41.5,-73.8,29,1005,Tropical Low,,,
Hurricane-Henri,8/23/2021,9:00:00 PM,41.4,-73.33,25,1005,Tropical Low,,,
Hurricane-Henri,8/24/2021,12:00:00 AM,41.4,-72.7,23,1006,Tropical Low,,,
Hurricane-Henri,8/24/2021,3:00:00 AM,41.62,-71.99,23,1006,Tropical Low,,,
Hurricane-Henri,8/24/2021,6:00:00 AM,41.9,-71.2,23,1006,Tropical Low,,,
Hurricane-Henri,8/24/2021,9:00:00 AM,42.08,-70.46,23,1006,Tropical Low,,,
Hurricane-Henri,8/24/2021,12:00:00 PM,42.2,-69.6,23,1007,Tropical Low,,,
Hurricane-Henri,8/24/2021,3:00:00 PM,42.27,-68.52,25,1007,Tropical Low,,,
Hurricane-Henri,8/24/2021,6:00:00 PM,42.3,-67.3,29,1008,Tropical Low,,,
Hurricane-Ida,8/26/2021,12:00:00 PM,16.5,-78.9,35,1006,Tropical Depression,,,
Hurricane-Ida,8/26/2021,3:00:00 PM,16.96,-79.19,37,1006,Tropical Depression,,,
Hurricane-Ida,8/26/2021,6:00:00 PM,17.4,-79.5,40,1006,Tropical Storm,,,
Hurricane-Ida,8/26/2021,9:00:00 PM,17.84,-79.84,43,1005,Tropical Storm,,,
Hurricane-Ida,8/27/2021,12:00:00 AM,18.3,-80.2,46,1004,Tropical Storm,,,
Hurricane-Ida,8/27/2021,3:00:00 AM,18.84,-80.54,48,1003,Tropical Storm,,,
Hurricane-Ida,8/27/2021,6:00:00 AM,19.4,-80.9,52,1002,Tropical Storm,,,
Hurricane-Ida,8/27/2021,9:00:00 AM,19.9,-81.29,58,999,Tropical Storm,,,
Hurricane-Ida,8/27/2021,12:00:00 PM,20.4,-81.7,63,996,Tropical Storm,,,
Hurricane-Ida,8/27/2021,3:00:00 PM,20.95,-82.16,71,991,Tropical Storm,,,
Hurricane-Ida,8/27/2021,6:00:00 PM,21.5,-82.6,81,987,Category 1 Hurricane,,,
Hurricane-Ida,8/27/2021,9:00:00 PM,21.86,-82.61,81,987,Category 1 Hurricane,,,
Hurricane-Ida,8/27/2021,11:25:00 PM,22.4,-83.2,81,988,Category 1 Hurricane,,,
Hurricane-Ida,8/28/2021,12:00:00 AM,22.6,-83.5,81,989,Category 1 Hurricane,,,
Hurricane-Ida,8/28/2021,3:00:00 AM,23.22,-84.39,81,988,Category 1 Hurricane,,,
Hurricane-Ida,8/28/2021,6:00:00 AM,23.5,-84.7,81,987,Category 1 Hurricane,,,
Hurricane-Ida,8/28/2021,9:00:00 AM,23.93,-85.22,81,986,Category 1 Hurricane,,,
Hurricane-Ida,8/28/2021,12:00:00 PM,24.4,-85.7,81,986,Category 1 Hurricane,,,
Hurricane-Ida,8/28/2021,3:00:00 PM,24.98,-86.15,86,981,Category 1 Hurricane,,,
Hurricane-Ida,8/28/2021,6:00:00 PM,25.6,-86.6,92,976,Category 1 Hurricane,,,
Hurricane-Ida,8/28/2021,9:00:00 PM,26.17,-87.09,98,971,Category 2 Hurricane,,,
Hurricane-Ida,8/29/2021,12:00:00 AM,26.7,-87.6,104,967,Category 2 Hurricane,,,
Hurricane-Ida,8/29/2021,3:00:00 AM,27.17,-88.16,117,958,Category 3 Major Hurricane,,,
Hurricane-Ida,8/29/2021,6:00:00 AM,27.6,-88.7,132,950,Category 4 Major Hurricane,,,
Hurricane-Ida,8/29/2021,9:00:00 AM,28.06,-89.18,140,939,Category 4 Major Hurricane,,,
Hurricane-Ida,8/29/2021,12:00:00 PM,28.5,-89.6,150,929,Category 4 Major Hurricane,,,
Hurricane-Ida,8/29/2021,3:00:00 PM,28.89,-89.93,150,930,Category 4 Major Hurricane,,,
Hurricane-Ida,8/29/2021,4:55:00 PM,29.1,-90.2,150,931,Category 4 Major Hurricane,,,
Hurricane-Ida,8/29/2021,6:00:00 PM,29.2,-90.4,144,932,Category 4 Major Hurricane,,,
Hurricane-Ida,8/29/2021,9:00:00 PM,29.53,-90.62,132,938,Category 4 Major Hurricane,,,
Hurricane-Ida,8/30/2021,12:00:00 AM,29.9,-90.6,121,944,Category 3 Major Hurricane,,,
Hurricane-Ida,8/30/2021,3:00:00 AM,30.24,-90.71,98,961,Category 2 Hurricane,,,
Hurricane-Ida,8/30/2021,6:00:00 AM,30.6,-90.8,75,978,Category 1 Hurricane,,,
Hurricane-Ida,8/30/2021,9:00:00 AM,31.05,-90.89,60,985,Hurricane,,,
Hurricane-Ida,8/30/2021,12:00:00 PM,31.5,-90.9,46,992,Tropical Storm,,,
Hurricane-Ida,8/30/2021,3:00:00 PM,31.86,-90.75,43,994,Tropical Storm,,,
Hurricane-Ida,8/30/2021,6:00:00 PM,32.2,-90.5,40,996,Tropical Storm,,,
Hurricane-Ida,8/30/2021,9:00:00 PM,32.59,-90.26,37,996,Tropical Storm,,,
Hurricane-Ida,8/31/2021,12:00:00 AM,33.0,-90.0,35,996,Tropical Depression,,,
Hurricane-Ida,8/31/2021,3:00:00 AM,33.41,-89.74,31,996,Tropical Depression,,,
Hurricane-Ida,8/31/2021,6:00:00 AM,33.8,-89.4,29,996,Tropical Depression,,,
Hurricane-Ida,8/31/2021,9:00:00 AM,34.11,-88.95,29,996,Tropical Depression,,,
Hurricane-Ida,8/31/2021,12:00:00 PM,34.4,-88.4,29,996,Tropical Depression,,,
Hurricane-Ida,8/31/2021,3:00:00 PM,34.74,-87.79,25,997,Tropical Depression,,,
Hurricane-Ida,8/31/2021,6:00:00 PM,35.1,-87.1,23,999,Tropical Depression,,,
Hurricane-Ida,8/31/2021,9:00:00 PM,35.43,-86.34,23,999,Tropical Depression,,,
Hurricane-Ida,9/1/2021,12:00:00 AM,35.8,-85.5,23,1000,Tropical Depression,,,
Hurricane-Ida,9/1/2021,3:00:00 AM,36.23,-84.59,23,1000,Tropical Depression,,,
Hurricane-Ida,9/1/2021,6:00:00 AM,36.7,-83.6,23,1000,Tropical Depression,,,
Hurricane-Ida,9/1/2021,9:00:00 AM,37.17,-82.63,25,1000,Tropical Depression,,,
Hurricane-Ida,9/1/2021,12:00:00 PM,37.7,-81.5,29,1000,Extratropical,,,
Hurricane-Ida,9/1/2021,3:00:00 PM,38.37,-80.06,31,999,Extratropical,,,
Hurricane-Ida,9/1/2021,6:00:00 PM,39.0,-78.5,35,999,Extratropical,,,
Hurricane-Ida,9/1/2021,9:00:00 PM,39.44,-77.03,37,998,Extratropical,,,
Hurricane-Ida,9/2/2021,12:00:00 AM,39.8,-75.6,40,997,Extratropical,,,
Hurricane-Ida,9/2/2021,3:00:00 AM,40.2,-74.21,43,997,Extratropical,,,
Hurricane-Ida,9/2/2021,6:00:00 AM,40.6,-72.8,46,997,Extratropical,,,
Hurricane-Ida,9/2/2021,9:00:00 AM,40.92,-71.22,46,997,Extratropical,,,
Hurricane-Ida,9/2/2021,12:00:00 PM,41.4,-69.7,46,997,Extratropical,,,
Hurricane-Ida,9/2/2021,3:00:00 PM,42.25,-68.4,46,996,Extratropical,,,
Hurricane-Ida,9/2/2021,6:00:00 PM,43.3,-67.2,46,996,Extratropical,,,
Hurricane-Ida,9/2/2021,9:00:00 PM,44.4,-65.85,46,995,Extratropical,,,
Hurricane-Ida,9/3/2021,12:00:00 AM,45.4,-64.7,46,995,Extratropical,,,
Hurricane-Ida,9/3/2021,3:00:00 AM,46.09,-64.02,48,993,Extratropical,,,
Hurricane-Ida,9/3/2021,6:00:00 AM,46.6,-63.6,52,992,Extratropical,,,
Hurricane-Ida,9/3/2021,9:00:00 AM,47.06,-63.09,52,991,Extratropical,,,
Hurricane-Ida,9/3/2021,12:00:00 PM,47.5,-62.7,52,991,Extratropical,,,
Hurricane-Ida,9/3/2021,3:00:00 PM,48.1,-62.43,52,991,Extratropical,,,
Hurricane-Ida,9/3/2021,6:00:00 PM,48.6,-62.4,52,992,Extratropical,,,
Hurricane-Ida,9/3/2021,9:00:00 PM,48.79,-62.67,52,992,Extratropical,,,
Hurricane-Ida,9/4/2021,12:00:00 AM,48.8,-63.1,52,992,Extratropical,,,
Hurricane-Ida,9/4/2021,3:00:00 AM,48.85,-63.55,48,992,Extratropical,,,
Hurricane-Ida,9/4/2021,6:00:00 AM,48.7,-63.9,46,992,Extratropical,,,
Hurricane-Ida,9/4/2021,9:00:00 AM,48.22,-63.99,43,994,Extratropical,,,
Hurricane-Ida,9/4/2021,12:00:00 PM,47.6,-63.9,40,996,Extratropical,,,
Hurricane-Ida,9/4/2021,3:00:00 PM,47.07,-63.72,37,997,Extratropical,,,
Hurricane-Ida,9/4/2021,6:00:00 PM,46.6,-63.5,35,999,Extratropical,,,
Hurricane-Julian,8/28/2021,12:00:00 PM,32.1,-51.7,29,1010,Tropical Low,,,
Hurricane-Julian,8/28/2021,3:00:00 PM,32.13,-51.37,31,1009,Tropical Low,,,
Hurricane-Julian,8/28/2021,6:00:00 PM,32.2,-51.0,35,1008,Tropical Depression,,,
Hurricane-Julian,8/28/2021,9:00:00 PM,32.34,-50.56,35,1007,Tropical Depression,,,
Hurricane-Julian,8/29/2021,12:00:00 AM,32.6,-50.1,35,1006,Tropical Depression,,,
Hurricane-Julian,8/29/2021,3:00:00 AM,33.0,-49.74,37,1004,Tropical Depression,,,
Hurricane-Julian,8/29/2021,6:00:00 AM,33.5,-49.3,40,1003,Tropical Storm,,,
Hurricane-Julian,8/29/2021,9:00:00 AM,33.96,-48.65,46,1000,Tropical Storm,,,
Hurricane-Julian,8/29/2021,12:00:00 PM,34.5,-47.8,52,997,Tropical Storm,,,
Hurricane-Julian,8/29/2021,3:00:00 PM,35.18,-46.87,54,996,Tropical Storm,,,
Hurricane-Julian,8/29/2021,6:00:00 PM,35.9,-45.7,58,995,Tropical Storm,,,
Hurricane-Julian,8/29/2021,9:00:00 PM,36.47,-44.18,58,994,Tropical Storm,,,
Hurricane-Julian,8/30/2021,12:00:00 AM,37.1,-42.6,58,994,Tropical Storm,,,
Hurricane-Julian,8/30/2021,3:00:00 AM,37.96,-41.23,58,993,Tropical Storm,,,
Hurricane-Julian,8/30/2021,6:00:00 AM,38.9,-40.0,58,993,Tropical Storm,,,
Hurricane-Julian,8/30/2021,9:00:00 AM,39.74,-38.89,58,993,Tropical Storm,,,
Hurricane-Julian,8/30/2021,12:00:00 PM,40.6,-37.9,58,993,Extratropical,,,
Hurricane-Julian,8/30/2021,3:00:00 PM,41.51,-36.86,54,994,Extratropical,,,
Hurricane-Julian,8/30/2021,6:00:00 PM,42.5,-36.0,52,995,Extratropical,,,
Hurricane-Julian,8/30/2021,9:00:00 PM,43.59,-35.45,52,996,Extratropical,,,
Hurricane-Julian,8/31/2021,12:00:00 AM,44.8,-35.1,52,997,Extratropical,,,
Hurricane-Julian,8/31/2021,3:00:00 AM,46.1,-34.66,52,998,Extratropical,,,
Hurricane-Julian,8/31/2021,6:00:00 AM,47.5,-34.5,52,999,Extratropical,,,
Hurricane-Julian,8/31/2021,9:00:00 AM,48.98,-34.83,52,999,Extratropical,,,
Hurricane-Julian,8/31/2021,12:00:00 PM,50.5,-35.5,52,1000,Extratropical,,,
Hurricane-Kate,8/27/2021,12:00:00 PM,13.1,-47.3,29,1009,Tropical Low,,,
Hurricane-Kate,8/27/2021,3:00:00 PM,13.2,-47.83,29,1009,Tropical Low,,,
Hurricane-Kate,8/27/2021,6:00:00 PM,13.3,-48.4,29,1009,Tropical Low,,,
Hurricane-Kate,8/27/2021,9:00:00 PM,13.4,-49.01,29,1009,Tropical Low,,,
Hurricane-Kate,8/28/2021,12:00:00 AM,13.5,-49.5,29,1009,Tropical Low,,,
Hurricane-Kate,8/28/2021,3:00:00 AM,13.55,-49.72,31,1008,Tropical Low,,,
Hurricane-Kate,8/28/2021,6:00:00 AM,13.7,-49.8,35,1008,Tropical Depression,,,
Hurricane-Kate,8/28/2021,9:00:00 AM,14.06,-49.92,35,1008,Tropical Depression,,,
Hurricane-Kate,8/28/2021,12:00:00 PM,14.5,-50.0,35,1008,Tropical Depression,,,
Hurricane-Kate,8/28/2021,3:00:00 PM,14.84,-50.02,35,1008,Tropical Depression,,,
Hurricane-Kate,8/28/2021,6:00:00 PM,15.2,-50.0,35,1008,Tropical Depression,,,
Hurricane-Kate,8/28/2021,9:00:00 PM,15.67,-49.94,35,1008,Tropical Depression,,,
Hurricane-Kate,8/29/2021,12:00:00 AM,16.2,-49.9,35,1008,Tropical Depression,,,
Hurricane-Kate,8/29/2021,3:00:00 AM,16.74,-49.93,35,1008,Tropical Depression,,,
Hurricane-Kate,8/29/2021,6:00:00 AM,17.3,-50.0,35,1008,Tropical Depression,,,
Hurricane-Kate,8/29/2021,9:00:00 AM,17.87,-50.1,35,1008,Tropical Depression,,,
Hurricane-Kate,8/29/2021,12:00:00 PM,18.4,-50.2,35,1008,Tropical Depression,,,
Hurricane-Kate,8/29/2021,3:00:00 PM,18.84,-50.25,35,1008,Tropical Depression,,,
Hurricane-Kate,8/29/2021,6:00:00 PM,19.2,-50.3,35,1008,Tropical Depression,,,
Hurricane-Kate,8/29/2021,9:00:00 PM,19.51,-50.4,35,1008,Tropical Depression,,,
Hurricane-Kate,8/30/2021,12:00:00 AM,19.8,-50.5,35,1008,Tropical Depression,,,
Hurricane-Kate,8/30/2021,3:00:00 AM,20.14,-50.55,37,1007,Tropical Depression,,,
Hurricane-Kate,8/30/2021,6:00:00 AM,20.5,-50.6,40,1006,Tropical Storm,,,
Hurricane-Kate,8/30/2021,9:00:00 AM,20.89,-50.7,43,1005,Tropical Storm,,,
Hurricane-Kate,8/30/2021,12:00:00 PM,21.3,-50.8,46,1004,Tropical Storm,,,
Hurricane-Kate,8/30/2021,3:00:00 PM,21.72,-50.87,43,1005,Tropical Storm,,,
Hurricane-Kate,8/30/2021,6:00:00 PM,22.1,-50.9,40,1006,Tropical Storm,,,
Hurricane-Kate,8/30/2021,9:00:00 PM,22.4,-50.91,40,1006,Tropical Storm,,,
Hurricane-Kate,8/31/2021,12:00:00 AM,22.6,-50.9,40,1006,Tropical Storm,,,
Hurricane-Kate,8/31/2021,3:00:00 AM,22.71,-50.9,40,1006,Tropical Storm,,,
Hurricane-Kate,8/31/2021,6:00:00 AM,22.8,-50.9,40,1006,Tropical Storm,,,
Hurricane-Kate,8/31/2021,9:00:00 AM,22.96,-50.9,37,1006,Tropical Storm,,,
Hurricane-Kate,8/31/2021,12:00:00 PM,23.2,-50.9,35,1007,Tropical Depression,,,
Hurricane-Kate,8/31/2021,3:00:00 PM,23.53,-50.88,35,1007,Tropical Depression,,,
Hurricane-Kate,8/31/2021,6:00:00 PM,23.9,-50.9,35,1007,Tropical Depression,,,
Hurricane-Kate,8/31/2021,9:00:00 PM,24.25,-51.03,35,1007,Tropical Depression,,,
Hurricane-Kate,9/1/2021,12:00:00 AM,24.6,-51.2,35,1007,Tropical Depression,,,
Hurricane-Kate,9/1/2021,3:00:00 AM,24.9,-51.31,35,1007,Tropical Depression,,,
Hurricane-Kate,9/1/2021,6:00:00 AM,25.3,-51.5,35,1008,Tropical Depression,,,
Hurricane-Kate,9/1/2021,9:00:00 AM,25.89,-51.85,35,1008,Tropical Depression,,,
Hurricane-Kate,9/1/2021,12:00:00 PM,26.6,-52.3,35,1009,Tropical Depression,,,
Hurricane-Larry,8/31/2021,6:00:00 PM,11.5,-20.6,35,1006,Tropical Depression,,,
Hurricane-Larry,8/31/2021,9:00:00 PM,11.71,-21.54,37,1005,Tropical Depression,,,
Hurricane-Larry,9/1/2021,12:00:00 AM,11.9,-22.5,40,1005,Tropical Storm,,,
Hurricane-Larry,9/1/2021,3:00:00 AM,12.06,-23.49,43,1004,Tropical Storm,,,
Hurricane-Larry,9/1/2021,6:00:00 AM,12.2,-24.5,46,1004,Tropical Storm,,,
Hurricane-Larry,9/1/2021,9:00:00 AM,12.31,-25.51,48,1003,Tropical Storm,,,
Hurricane-Larry,9/1/2021,12:00:00 PM,12.4,-26.5,52,1003,Tropical Storm,,,
Hurricane-Larry,9/1/2021,3:00:00 PM,12.45,-27.48,58,1001,Tropical Storm,,,
Hurricane-Larry,9/1/2021,6:00:00 PM,12.5,-28.4,63,999,Tropical Storm,,,
Hurricane-Larry,9/1/2021,9:00:00 PM,12.58,-29.22,66,997,Tropical Storm,,,
Hurricane-Larry,9/2/2021,12:00:00 AM,12.7,-30.0,69,996,Tropical Storm,,,
Hurricane-Larry,9/2/2021,3:00:00 AM,12.84,-30.79,71,993,Tropical Storm,,,
Hurricane-Larry,9/2/2021,6:00:00 AM,13.0,-31.6,75,991,Category 1 Hurricane,,,
Hurricane-Larry,9/2/2021,9:00:00 AM,13.15,-32.44,77,989,Category 1 Hurricane,,,
Hurricane-Larry,9/2/2021,12:00:00 PM,13.3,-33.3,81,987,Category 1 Hurricane,,,
Hurricane-Larry,9/2/2021,3:00:00 PM,13.45,-34.15,81,987,Category 1 Hurricane,,,
Hurricane-Larry,9/2/2021,6:00:00 PM,13.6,-35.0,81,987,Category 1 Hurricane,,,
Hurricane-Larry,9/2/2021,9:00:00 PM,13.76,-35.85,83,986,Category 1 Hurricane,,,
Hurricane-Larry,9/3/2021,12:00:00 AM,13.9,-36.7,86,985,Category 1 Hurricane,,,
Hurricane-Larry,9/3/2021,3:00:00 AM,14.0,-37.56,89,984,Category 1 Hurricane,,,
Hurricane-Larry,9/3/2021,6:00:00 AM,14.1,-38.4,92,983,Category 1 Hurricane,,,
Hurricane-Larry,9/3/2021,9:00:00 AM,14.24,-39.22,92,981,Category 1 Hurricane,,,
Hurricane-Larry,9/3/2021,12:00:00 PM,14.4,-40.0,92,980,Category 1 Hurricane,,,
Hurricane-Larry,9/3/2021,3:00:00 PM,14.53,-40.72,98,976,Category 2 Hurricane,,,
Hurricane-Larry,9/3/2021,6:00:00 PM,14.7,-41.4,104,973,Category 2 Hurricane,,,
Hurricane-Larry,9/3/2021,9:00:00 PM,14.93,-42.06,109,968,Category 2 Hurricane,,,
Hurricane-Larry,9/4/2021,12:00:00 AM,15.2,-42.7,115,964,Category 3 Major Hurricane,,,
Hurricane-Larry,9/4/2021,3:00:00 AM,15.49,-43.35,121,960,Category 3 Major Hurricane,,,
Hurricane-Larry,9/4/2021,6:00:00 AM,15.8,-44.0,127,956,Category 3 Major Hurricane,,,
Hurricane-Larry,9/4/2021,9:00:00 AM,16.1,-44.66,127,956,Category 3 Major Hurricane,,,
Hurricane-Larry,9/4/2021,12:00:00 PM,16.4,-45.3,127,956,Category 3 Major Hurricane,,,
Hurricane-Larry,9/4/2021,3:00:00 PM,16.69,-45.92,123,957,Category 3 Major Hurricane,,,
Hurricane-Larry,9/4/2021,6:00:00 PM,17.0,-46.5,121,958,Category 3 Major Hurricane,,,
Hurricane-Larry,9/4/2021,9:00:00 PM,17.34,-47.02,121,958,Category 3 Major Hurricane,,,
Hurricane-Larry,9/5/2021,12:00:00 AM,17.7,-47.5,121,958,Category 3 Major Hurricane,,,
Hurricane-Larry,9/5/2021,3:00:00 AM,18.04,-48.01,121,958,Category 3 Major Hurricane,,,
Hurricane-Larry,9/5/2021,6:00:00 AM,18.4,-48.5,121,958,Category 3 Major Hurricane,,,
Hurricane-Larry,9/5/2021,9:00:00 AM,18.79,-48.96,123,955,Category 3 Major Hurricane,,,
