CELL_TYPE,MAX_SHEAR,WSR_ID,MXDV,CELL_ID,ZTIME,AZIMUTH,RANGE,type,longitude,latitude
TVS,31,KABR,85,C6,2024-07-06T19:30:09Z,221,42,Point,-99.0595,44.926
TVS,58,KATL,86,K3,2024-07-06T19:31:19Z,294,24,Point,-84.7006,33.8092
TVS,68,KATL,98,K3,2024-07-06T19:37:18Z,295,23,Point,-84.679,33.8086
TVS,19,KGLD,110,Z1,2024-07-06T19:49:36Z,35,92,Point,-100.5451,40.6183
TVS,14,KGLD,84,Z1,2024-07-06T19:54:14Z,35,93,Point,-100.5324,40.6318
TVS,22,KUEX,69,O7,2024-07-06T19:54:28Z,289,49,Point,-99.4556,40.5826
TVS,31,KUEX,86,O7,2024-07-06T20:01:01Z,289,44,Point,-99.3518,40.5563
TVS,27,KUEX,77,O7,2024-07-06T20:01:01Z,290,46,Point,-99.3877,40.5795
TVS,33,KUEX,91,O7,2024-07-06T20:07:34Z,290,44,Point,-99.3464,40.5684
TVS,12,KGLD,69,Z1,2024-07-06T20:08:07Z,37,93,Point,-100.4754,40.5994
TVS,24,KABR,81,U7,2024-07-06T20:12:34Z,184,53,Point,-98.4992,44.575
TVS,28,KUEX,75,O7,2024-07-06T20:14:05Z,293,42,Point,-99.288,40.5916
TVS,22,KUEX,71,L9,2024-07-06T20:14:05Z,280,51,Point,-99.5389,40.4635
TVS,28,KUEX,69,O7,2024-07-06T20:14:05Z,289,39,Point,-99.2481,40.5299
TVS,26,KUEX,56,O7,2024-07-06T20:20:38Z,288,35,Point,-99.1694,40.4991
TVS,29,KUEX,67,O7,2024-07-06T20:20:38Z,290,37,Point,-99.2021,40.5295
TVS,23,KUEX,58,L9,2024-07-06T20:27:10Z,280,41,Point,-99.3235,40.4364
TVS,19,KGLD,57,L2,2024-07-06T20:31:19Z,105,48,Point,-100.7064,39.1555
TVS,32,KUEX,59,O7,2024-07-06T20:33:42Z,289,30,Point,-99.0617,40.4822
TVS,30,KUEX,71,L9,2024-07-06T20:33:42Z,281,38,Point,-99.2564,40.4391
TVS,55,KUEX,91,O7,2024-07-06T20:40:13Z,292,27,Point,-98.9889,40.4884
TVS,24,KGLD,80,L2,2024-07-06T20:45:12Z,105,53,Point,-100.6033,39.133
TVS,72,KUEX,115,O7,2024-07-06T20:46:45Z,297,27,Point,-98.9679,40.5242
TVS,65,KUEX,96,O7,2024-07-06T20:46:45Z,295,24,Point,-98.9172,40.4892
TVS,52,KUEX,75,O7,2024-07-06T20:46:45Z,292,22,Point,-98.8874,40.4576
TVS,60,KUEX,89,O7,2024-07-06T20:53:18Z,298,24,Point,-98.9051,40.508
TVS,20,KGLD,79,L2,2024-07-06T20:58:26Z,109,63,Point,-100.426,39.0179
TVS,20,KGLD,76,L2,2024-07-06T20:58:26Z,107,59,Point,-100.4923,39.073
TVS,67,KUEX,89,O7,2024-07-06T20:59:50Z,303,23,Point,-98.8637,40.5291
TVS,28,KATL,82,X1,2024-07-06T21:04:07Z,181,47,Point,-84.2782,32.8624
TVS,62,KUEX,70,X2,2024-07-06T21:06:21Z,355,18,Point,-98.4763,40.62
TVS,30,KATL,81,R0,2024-07-06T21:07:17Z,152,45,Point,-83.8434,32.9829
TVS,17,KGLD,67,L2,2024-07-06T21:11:41Z,107,65,Point,-100.3701,39.0424
TVS,20,KGLD,84,L2,2024-07-06T21:11:41Z,109,67,Point,-100.3455,38.9952
TVS,31,KATL,89,Y0,2024-07-06T21:13:17Z,191,46,Point,-84.4357,32.893
TVS,51,KATL,88,X0,2024-07-06T21:13:17Z,159,28,Point,-84.0626,33.2104
TVS,14,KGLD,57,L2,2024-07-06T21:16:06Z,107,65,Point,-100.3701,39.0424
TVS,20,KGLD,88,L2,2024-07-06T21:16:06Z,110,69,Point,-100.3143,38.9651
TVS,47,KATL,86,X0,2024-07-06T21:16:07Z,158,29,Point,-84.0462,33.1979
TVS,36,KATL,100,R0,2024-07-06T21:19:17Z,150,46,Point,-83.8063,32.981
TVS,35,KATL,105,Y0,2024-07-06T21:19:17Z,190,44,Point,-84.4133,32.9234
TVS,14,KGLD,61,L2,2024-07-06T21:20:17Z,111,70,Point,-100.3038,38.9402
TVS,29,KATL,82,Y0,2024-07-06T21:22:07Z,191,44,Point,-84.4283,32.9258
TVS,18,KGLD,79,L2,2024-07-06T21:24:27Z,111,72,Point,-100.2642,38.9277
TVS,34,KATL,88,Y0,2024-07-06T21:25:17Z,184,41,Point,-84.3187,32.9641
TVS,50,KATL,140,Y0,2024-07-06T21:25:17Z,191,44,Point,-84.4283,32.9258
TVS,57,KATL,91,I3,2024-07-06T21:25:17Z,144,24,Point,-83.9814,33.3225
TVS,25,KATL,71,Y0,2024-07-06T21:25:17Z,191,47,Point,-84.4395,32.8766
TVS,52,KUEX,57,X2,2024-07-06T21:25:57Z,7,18,Point,-98.394,40.6189
TVS,57,KATL,86,I3,2024-07-06T21:28:07Z,143,24,Point,-83.9747,33.3267
TVS,18,KGLD,80,L2,2024-07-06T21:28:38Z,111,72,Point,-100.2642,38.9277
TVS,33,KATL,96,Y0,2024-07-06T21:31:16Z,189,47,Point,-84.4075,32.8718
TVS,53,KATL,93,I3,2024-07-06T21:31:16Z,156,29,Point,-84.0277,33.2045
TVS,17,KGLD,79,L2,2024-07-06T21:37:00Z,111,72,Point,-100.2642,38.9277
TVS,54,KATL,91,S2,2024-07-06T21:37:16Z,129,28,Point,-83.829,33.3521
TVS,68,KUEX,80,X2,2024-07-06T21:39:02Z,18,18,Point,-98.3203,40.6064
TVS,120,KUEX,74,L9,2024-07-06T21:39:02Z,182,9,Point,-98.4488,40.171
TVS,41,KATL,86,Z4,2024-07-06T21:40:07Z,159,33,Point,-84.0273,33.1324
TVS,31,KATL,85,A6,2024-07-06T21:43:16Z,186,43,Point,-84.351,32.933
TVS,173,KUEX,77,L9,2024-07-06T21:45:34Z,127,7,Point,-98.3203,40.2507
TVS,252,KUEX,88,L9,2024-07-06T21:45:34Z,122,5,Point,-98.3497,40.2768
TVS,98,KUEX,114,X2,2024-07-06T21:45:34Z,21,19,Point,-98.293,40.6167
TVS,31,KATL,92,Y0,2024-07-06T21:49:16Z,187,47,Point,-84.3753,32.8681
TVS,88,KUEX,96,C4,2024-07-06T21:52:05Z,24,17,Point,-98.2907,40.5799
TVS,143,KUEX,95,D4,2024-07-06T21:52:05Z,106,8,Point,-98.2745,40.2841
TVS,68,KUEX,76,C4,2024-07-06T21:58:37Z,48,16,Point,-98.1822,40.4992
TVS,96,KUEX,85,D4,2024-07-06T21:58:37Z,112,15,Point,-98.1393,40.2269
TVS,64,KUEX,72,X2,2024-07-06T21:58:37Z,29,18,Point,-98.2511,40.5834
TVS,111,PAPD,92,Y7,2024-07-06T22:01:05Z,262,12,Point,-147.9677,65.0065
TVS,58,KUEX,77,C4,2024-07-06T22:05:09Z,42,20,Point,-98.1493,40.5685
TVS,62,KUEX,70,D4,2024-07-06T22:05:09Z,103,17,Point,-98.0813,40.2567
TVS,68,KUEX,85,D4,2024-07-06T22:05:09Z,110,19,Point,-98.0535,40.212
TVS,56,KUEX,75,C4,2024-07-06T22:05:09Z,57,20,Point,-98.0755,40.5021
TVS,59,KUEX,88,C4,2024-07-06T22:11:41Z,76,25,Point,-97.9126,40.4206
TVS,46,KUEX,73,C4,2024-07-06T22:11:41Z,59,25,Point,-97.9735,40.5348
TVS,71,KUEX,119,C4,2024-07-06T22:18:13Z,58,27,Point,-97.9412,40.5585
TVS,43,KUEX,77,C4,2024-07-06T22:18:13Z,67,27,Point,-97.899,40.4957
TVS,49,KUEX,72,D4,2024-07-06T22:18:13Z,90,22,Point,-97.9625,40.32
TVS,55,KUEX,84,C4,2024-07-06T22:18:13Z,54,23,Point,-98.0351,40.5457
TVS,56,KUEX,91,D4,2024-07-06T22:18:13Z,95,26,Point,-97.8778,40.2818
TVS,14,KGLD,69,D5,2024-07-06T22:18:50Z,117,79,Point,-100.2,38.759
TVS,17,KGLD,86,D5,2024-07-06T22:23:01Z,117,84,Point,-100.1059,38.7199
TVS,16,KGLD,80,D5,2024-07-06T22:23:01Z,117,79,Point,-100.2,38.759
TVS,54,KUEX,100,C4,2024-07-06T22:24:44Z,65,31,Point,-97.8277,40.5378
TVS,40,KUEX,81,C4,2024-07-06T22:24:44Z,81,32,Point,-97.7524,40.4024
TVS,46,KUEX,72,F7,2024-07-06T22:24:44Z,61,24,Point,-97.9832,40.5141
TVS,53,KUEX,91,F7,2024-07-06T22:24:44Z,60,27,Point,-97.9307,40.545
TVS,37,KUEX,75,C4,2024-07-06T22:24:44Z,71,32,Point,-97.7809,40.4928
TVS,15,KGLD,78,E6,2024-07-06T22:27:13Z,121,83,Point,-100.1864,38.644
TVS,19,KGLD,95,D5,2024-07-06T22:27:13Z,118,81,Point,-100.1767,38.7226
TVS,32,KUEX,73,C4,2024-07-06T22:31:16Z,76,36,Point,-97.6791,40.4637
TVS,60,KUEX,125,C4,2024-07-06T22:31:16Z,61,32,Point,-97.8297,40.5781
TVS,15,KGLD,79,D5,2024-07-06T22:31:24Z,118,83,Point,-100.1395,38.7065
TVS,11,KGLD,62,D5,2024-07-06T22:31:24Z,118,88,Point,-100.0464,38.666
TVS,15,KGLD,83,D5,2024-07-06T22:35:36Z,121,89,Point,-100.0781,38.591
TVS,35,KUEX,86,C4,2024-07-06T22:37:48Z,72,39,Point,-97.6313,40.5191
TVS,56,KUEX,127,C4,2024-07-06T22:37:48Z,65,37,Point,-97.7084,40.5794
TVS,37,KUEX,79,C4,2024-07-06T22:37:48Z,64,35,Point,-97.7538,40.5748
TVS,12,KGLD,65,D5,2024-07-06T22:39:48Z,118,87,Point,-100.065,38.6741
TVS,43,KUEX,103,C4,2024-07-06T22:44:20Z,68,37,Point,-97.6918,40.5497
TVS,42,KUEX,104,C4,2024-07-06T22:44:20Z,69,41,Point,-97.6048,40.563
TVS,26,KUEX,63,C4,2024-07-06T22:44:20Z,67,39,Point,-97.6567,40.5725
TVS,26,KUEX,74,C4,2024-07-06T22:50:52Z,78,47,Point,-97.4377,40.4796
TVS,29,KUEX,78,C4,2024-07-06T22:50:52Z,70,41,Point,-97.5995,40.5518
TVS,41,KUEX,115,C4,2024-07-06T22:50:52Z,68,44,Point,-97.5493,40.5924
TVS,28,KUEX,81,C4,2024-07-06T22:50:52Z,83,47,Point,-97.424,40.412
TVS,35,KUEX,101,C4,2024-07-06T22:57:24Z,70,47,Point,-97.4757,40.585
TVS,25,KUEX,70,C4,2024-07-06T22:57:24Z,70,44,Point,-97.5376,40.5684
TVS,26,KUEX,81,C4,2024-07-06T22:57:24Z,84,50,Point,-97.357,40.4031
TVS,24,KFSD,73,W1,2024-07-06T22:57:44Z,342,50,Point,-97.0881,44.38
TVS,31,KUEX,94,C4,2024-07-06T23:03:55Z,68,48,Point,-97.4678,40.6168
TVS,23,KUEX,77,C4,2024-07-06T23:03:55Z,77,54,Point,-97.2919,40.5179
TVS,21,KUEX,69,S8,2024-07-06T23:03:55Z,89,54,Point,-97.2651,40.3307
TVS,29,KUEX,93,C4,2024-07-06T23:03:55Z,75,52,Point,-97.3438,40.5402
TVS,11,KGLD,63,D5,2024-07-06T23:04:45Z,121,91,Point,-100.0421,38.5733
TVS,14,KGLD,81,D5,2024-07-06T23:08:43Z,120,92,Point,-100.0062,38.5872
TVS,17,KUEX,54,B8,2024-07-06T23:10:27Z,108,50,Point,-97.4096,40.0587
TVS,13,KGLD,74,D5,2024-07-06T23:12:42Z,120,92,Point,-100.0062,38.5872
TVS,20,KGLD,77,K6,2024-07-06T23:12:42Z,143,61,Point,-100.92,38.5517
TVS,12,KGLD,57,Z6,2024-07-06T23:12:42Z,133,75,Point,-100.5353,38.5079
TVS,10,KGLD,57,X6,2024-07-06T23:24:50Z,136,92,Point,-100.3477,38.2551
TVS,11,KGLD,58,E7,2024-07-06T23:28:48Z,135,81,Point,-100.4855,38.4052
TVS,85,KAMA,75,M0,2024-07-06T23:41:07Z,173,14,Point,-101.6744,35.0011
TVS,13,KGLD,56,Y6,2024-07-07T00:06:08Z,149,71,Point,-100.9253,38.3492
TVS,19,KDMX,59,V0,2024-07-07T00:08:14Z,356,49,Point,-93.8001,42.5459
TVS,17,KLNX,53,N6,2024-07-07T00:11:38Z,288,50,Point,-101.6427,42.2106
TVS,58,KFSD,77,Z5,2024-07-07T00:39:11Z,33,21,Point,-96.4654,43.8812
TVS,29,KRDU,86,Q7,2024-07-07T00:39:56Z,89,48,Point,-77.7109,36.0119
TVS,20,KDMX,55,C4,2024-07-07T00:55:55Z,350,44,Point,-93.895,42.4533
TVS,23,KDMX,52,C3,2024-07-07T01:02:06Z,5,36,Point,-93.6525,42.3289
TVS,12,KGLD,56,R8,2024-07-07T01:14:11Z,153,72,Point,-101.008,38.2948
TVS,14,KGLD,72,S8,2024-07-07T01:30:55Z,149,82,Point,-100.8072,38.191
TVS,15,KEWX,53,T3,2024-07-07T01:33:06Z,194,57,Point,-98.2905,28.7797
TVS,15,KGLD,75,S8,2024-07-07T01:35:06Z,155,82,Point,-100.9681,38.1249
TVS,14,KEWX,52,T3,2024-07-07T01:39:08Z,194,57,Point,-98.2905,28.7797
TVS,12,KGLD,69,S8,2024-07-07T01:43:27Z,152,90,Point,-100.8087,38.0379
TVS,14,KEWX,52,T3,2024-07-07T01:45:09Z,197,62,Point,-98.3726,28.713
TVS,11,KGLD,64,S8,2024-07-07T01:51:36Z,149,91,Point,-100.711,38.0615
TVS,16,KGLD,71,A9,2024-07-07T01:56:01Z,153,70,Point,-101.0269,38.3246
TVS,10,KGLD,55,S8,2024-07-07T01:56:01Z,148,92,Point,-100.6713,38.0608
TVS,23,KGLD,96,N0,2024-07-07T03:34:15Z,159,67,Point,-101.1915,38.3225
TVS,16,KGLD,69,N0,2024-07-07T03:39:19Z,158,67,Point,-101.1684,38.3295
TVS,21,KGLD,89,N0,2024-07-07T03:44:08Z,159,68,Point,-101.184,38.3069
TVS,12,KGLD,54,N0,2024-07-07T03:44:08Z,157,70,Point,-101.121,38.2907
TVS,24,KLNX,73,I7,2024-07-07T04:05:43Z,245,49,Point,-101.5628,41.6085
TVS,17,KGLD,85,N0,2024-07-07T04:13:20Z,157,75,Point,-101.0803,38.2137
TVS,14,KGLD,66,N0,2024-07-07T04:50:58Z,162,77,Point,-101.1973,38.1443
TVS,13,KGLD,62,N0,2024-07-07T04:54:57Z,162,76,Point,-101.2037,38.1602
TVS,15,KGLD,75,N0,2024-07-07T05:06:39Z,160,83,Point,-101.101,38.0643
TVS,11,KGLD,59,N0,2024-07-07T05:10:45Z,160,82,Point,-101.1081,38.08
TVS,17,KGLD,90,N0,2024-07-07T05:14:50Z,159,83,Point,-101.0723,38.0726
TVS,19,KGLD,101,N0,2024-07-07T05:18:55Z,160,83,Point,-101.101,38.0643
TVS,15,KGLD,83,N0,2024-07-07T05:23:14Z,160,85,Point,-101.0868,38.0329
TVS,14,KGLD,80,N0,2024-07-07T05:28:39Z,159,87,Point,-101.0426,38.0101
TVS,28,KMCI,78,L4,2024-07-07T05:30:31Z,315,45,Point,-95.4325,40.0277
TVS,35,KMCI,101,L4,2024-07-07T05:33:40Z,328,46,Point,-95.2719,40.1484
TVS,34,KMCI,94,L4,2024-07-07T05:33:40Z,320,45,Point,-95.3701,40.0722
TVS,13,KGLD,75,N0,2024-07-07T05:34:17Z,159,89,Point,-101.0278,37.9789
TVS,33,KMCI,94,L4,2024-07-07T05:39:40Z,331,45,Point,-95.2163,40.1544
TVS,11,KGLD,60,N0,2024-07-07T05:39:41Z,158,91,Point,-100.9817,37.9572
TVS,34,KMCI,94,L4,2024-07-07T05:51:40Z,336,44,Point,-95.1311,40.1687
TVS,34,KMCI,82,L4,2024-07-07T06:03:25Z,343,40,Point,-94.9962,40.1367
TVS,22,KGLD,100,X2,2024-07-07T06:59:45Z,163,72,Point,-101.2548,38.2175
TVS,14,KGLD,72,D8,2024-07-07T07:21:00Z,170,84,Point,-101.3925,37.9866
TVS,19,KGLD,91,X2,2024-07-07T07:27:11Z,161,77,Point,-101.1704,38.1513
TVS,36,KVNX,50,X7,2024-07-07T07:28:30Z,183,22,Point,-98.1518,36.3744
TVS,13,KGLD,71,D0,2024-07-07T07:33:09Z,165,90,Point,-101.2095,37.9157
TVS,19,KVNX,58,I6,2024-07-07T07:33:11Z,206,49,Point,-98.5693,36.0052
TVS,12,KGLD,60,R0,2024-07-07T07:40:23Z,163,78,Point,-101.2184,38.1217
TVS,11,KGLD,54,X2,2024-07-07T07:45:34Z,161,78,Point,-101.1636,38.1355
TVS,13,KGLD,67,R0,2024-07-07T07:55:30Z,165,85,Point,-101.2362,37.9964
TVS,17,KVNX,52,I6,2024-07-07T07:56:46Z,189,49,Point,-98.2853,35.9333
TVS,12,KGLD,66,R0,2024-07-07T08:00:16Z,165,85,Point,-101.2362,37.9964
TVS,14,KGLD,76,R0,2024-07-07T08:04:15Z,165,86,Point,-101.2309,37.9802
TVS,11,KGLD,61,R0,2024-07-07T08:16:10Z,163,88,Point,-101.1579,37.9618
TVS,12,KGLD,66,R0,2024-07-07T08:25:11Z,161,90,Point,-101.0827,37.9457
TVS,10,KGLD,57,R0,2024-07-07T08:29:49Z,160,91,Point,-101.0444,37.9386
TVS,11,KGLD,64,R0,2024-07-07T08:34:00Z,159,93,Point,-100.9982,37.9164
TVS,11,KGLD,63,R0,2024-07-07T08:34:00Z,159,91,Point,-101.013,37.9477
TVS,26,KTLX,74,T6,2024-07-07T08:34:28Z,319,46,Point,-97.8973,35.9108
TVS,16,KVNX,51,J3,2024-07-07T08:39:09Z,165,49,Point,-97.8677,35.9509
TVS,20,KTLX,68,T6,2024-07-07T08:42:12Z,334,54,Point,-97.7651,36.1421
TVS,19,KTLX,58,T6,2024-07-07T08:42:12Z,329,50,Point,-97.8073,36.0471
TVS,24,KVNX,70,J3,2024-07-07T08:43:52Z,158,46,Point,-97.7739,36.0287
TVS,17,KVNX,53,Y3,2024-07-07T08:43:52Z,163,50,Point,-97.8279,35.9427
TVS,28,KVNX,82,J3,2024-07-07T08:48:27Z,152,46,Point,-97.684,36.0624
TVS,17,KTLX,56,F7,2024-07-07T08:49:37Z,339,53,Point,-97.6689,36.1582
TVS,30,KVNX,86,J3,2024-07-07T08:53:09Z,148,47,Point,-97.6159,36.0748
TVS,19,KTLX,53,E7,2024-07-07T08:53:18Z,327,44,Point,-97.77,35.9479
TVS,21,KVNX,60,G8,2024-07-07T09:02:35Z,141,46,Point,-97.5322,36.1429
TVS,17,KVNX,54,Y3,2024-07-07T09:07:17Z,148,52,Point,-97.5619,36.0037
TVS,19,KTLX,52,E7,2024-07-07T09:13:15Z,342,42,Point,-97.5446,35.9994
TVS,28,KTLX,66,O0,2024-07-07T15:44:04Z,132,37,Point,-96.7206,34.9185
TVS,34,KORD,90,A0,2024-07-07T17:11:54Z,319,42,Point,-88.4772,42.3238
TVS,29,KMCI,79,B2,2024-07-07T18:04:08Z,91,42,Point,-93.8379,39.4833
TVS,48,KIAH,69,S6,2024-07-07T18:04:35Z,29,24,Point,-95.3427,30.4154
TVS,32,KTUL,76,O9,2024-07-07T18:27:37Z,136,37,Point,-95.3005,35.6257
TVS,32,KMKE,92,A7,2024-07-07T18:50:08Z,144,46,Point,-87.4397,42.197
TVS,31,KMKE,94,M1,2024-07-07T19:02:08Z,135,48,Point,-87.2842,42.2506
TVS,41,KPHL,79,E0,2024-07-07T19:38:30Z,119,30,Point,-74.5033,39.705
TVS,41,KPHL,79,A0,2024-07-07T19:44:30Z,122,30,Point,-74.5207,39.6826
TVS,39,KPHL,86,T0,2024-07-07T21:02:27Z,146,35,Point,-74.6488,39.4643
TVS,33,KMKE,89,E9,2024-07-07T21:32:04Z,338,45,Point,-88.4321,43.5138
TVS,23,KFTG,73,U0,2024-07-07T21:44:50Z,89,49,Point,-103.4864,39.7954
TVS,31,KRDU,83,M7,2024-07-07T21:48:37Z,185,43,Point,-78.7733,35.287
TVS,13,KGLD,71,K9,2024-07-07T21:49:35Z,286,86,Point,-103.4867,39.7487
TVS,10,KGLD,54,K9,2024-07-07T21:53:59Z,286,83,Point,-103.4241,39.7359
TVS,22,KTLX,56,A8,2024-07-07T21:57:25Z,266,41,Point,-98.1108,35.2824
TVS,24,KTLX,56,A8,2024-07-07T22:02:54Z,265,38,Point,-98.0487,35.2753
TVS,16,KFDR,55,W7,2024-07-07T22:13:13Z,37,53,Point,-98.3293,35.0668
TVS,23,KTLX,53,A8,2024-07-07T22:13:24Z,260,36,Point,-97.9994,35.2265
TVS,31,KDAL,86,B0,2024-07-07T22:22:44Z,149,44,Point,-96.5224,32.2954
TVS,32,KTLX,68,A8,2024-07-07T22:23:30Z,256,34,Point,-97.949,35.1939
TVS,30,KDAL,89,C0,2024-07-07T22:25:34Z,159,46,Point,-96.6441,32.2085
TVS,18,KGLD,78,K9,2024-07-07T22:26:39Z,279,68,Point,-103.1471,39.5354
TVS,17,KFDR,58,W7,2024-07-07T22:30:05Z,43,53,Point,-98.2436,35.0068
TVS,30,KDAL,89,H0,2024-07-07T22:37:34Z,159,46,Point,-96.6441,32.2085
TVS,32,KLBB,76,I0,2024-07-07T22:40:30Z,288,38,Point,-102.5373,33.8479
TVS,26,KATL,73,E2,2024-07-07T22:41:07Z,19,45,Point,-83.967,34.357
TVS,37,KDAL,93,H0,2024-07-07T22:49:34Z,159,39,Point,-96.6931,32.3177
TVS,38,KTLX,75,A8,2024-07-07T22:55:01Z,241,30,Point,-97.811,35.0891
TVS,23,KFDR,57,Q7,2024-07-07T22:55:44Z,339,41,Point,-99.2751,35.0006
TVS,27,KFDR,66,Q7,2024-07-07T23:02:14Z,339,40,Point,-99.2678,34.985
TVS,15,KPUX,52,J8,2024-07-07T23:04:15Z,291,54,Point,-105.2556,38.7779
TVS,30,KATL,87,E2,2024-07-07T23:08:16Z,24,47,Point,-83.8771,34.3632
TVS,33,KFDR,78,Q7,2024-07-07T23:08:46Z,341,38,Point,-99.2279,34.9615
TVS,44,KCLT,99,Q1,2024-07-07T23:14:51Z,226,37,Point,-81.4244,34.9068
TVS,18,KPUX,59,J8,2024-07-07T23:15:57Z,289,51,Point,-105.2082,38.7325
TVS,34,KATL,99,D3,2024-07-07T23:20:16Z,29,47,Point,-83.8034,34.3324
TVS,21,KPUX,67,J8,2024-07-07T23:21:35Z,289,50,Point,-105.188,38.7272
TVS,38,KFTG,89,H4,2024-07-07T23:25:07Z,176,37,Point,-104.4907,39.1704
TVS,31,KATL,82,E2,2024-07-07T23:26:15Z,21,42,Point,-83.9592,34.3012
TVS,38,KATL,102,E2,2024-07-07T23:32:15Z,23,41,Point,-83.9398,34.2766
TVS,33,KPUX,102,J8,2024-07-07T23:32:52Z,289,49,Point,-105.1678,38.722
TVS,29,KATL,72,P3,2024-07-07T23:38:15Z,28,39,Point,-83.894,34.2213
TVS,29,KPUX,84,J8,2024-07-07T23:38:30Z,287,46,Point,-105.1174,38.6806
TVS,36,KATL,84,E2,2024-07-07T23:41:06Z,17,37,Point,-84.0445,34.2375
TVS,19,KPUX,56,J8,2024-07-07T23:44:10Z,289,47,Point,-105.1274,38.7114
TVS,35,KATL,83,P3,2024-07-07T23:44:15Z,25,37,Point,-83.9477,34.2064
TVS,38,KATL,96,P3,2024-07-07T23:50:15Z,24,40,Point,-83.9348,34.2566
TVS,10,KGLD,55,R3,2024-07-07T23:54:50Z,255,87,Point,-103.4964,38.9775
TVS,17,KPUX,57,M9,2024-07-07T23:55:27Z,287,54,Point,-105.2809,38.7182
TVS,118,KLBB,115,N1,2024-07-07T23:59:51Z,205,16,Point,-101.9487,33.4118
TVS,20,KPUX,66,M9,2024-07-08T00:01:30Z,286,53,Point,-105.2658,38.6987
TVS,23,KPUX,76,M9,2024-07-08T00:07:33Z,287,53,Point,-105.2604,38.7135
TVS,28,KMSY,83,A0,2024-07-08T00:10:18Z,260,46,Point,-91.2717,29.8857
TVS,40,KLBB,73,J2,2024-07-08T00:12:21Z,254,26,Point,-102.3124,33.5333
TVS,18,KPUX,57,M9,2024-07-08T00:13:28Z,287,52,Point,-105.24,38.7088
TVS,59,KLBB,65,N1,2024-07-08T00:16:31Z,192,18,Point,-101.8885,33.36
TVS,31,KTLX,72,A8,2024-07-08T00:16:52Z,195,38,Point,-97.4769,34.7202
TVS,12,KGLD,59,R3,2024-07-08T00:17:23Z,250,81,Point,-103.3251,38.8935
TVS,112,KLBB,129,N1,2024-07-08T00:20:41Z,191,18,Point,-101.8824,33.359
TVS,36,KLBB,60,J2,2024-07-08T00:20:41Z,255,27,Point,-102.3341,33.5362
TVS,24,KTLX,58,A8,2024-07-08T00:23:05Z,191,39,Point,-97.4284,34.6939
TVS,89,KLBB,101,N1,2024-07-08T00:24:52Z,180,18,Point,-101.814,33.3535
TVS,50,KLBB,51,J3,2024-07-08T00:29:02Z,128,16,Point,-101.5627,33.4893
TVS,37,KATL,84,X3,2024-07-08T00:29:05Z,287,37,Point,-84.97,33.8256
TVS,30,KATL,69,G4,2024-07-08T00:29:05Z,348,37,Point,-84.4167,34.2511
TVS,24,KPUX,76,D0,2024-07-08T00:31:38Z,238,51,Point,-105.0932,38.0056
TVS,31,KMSY,90,K0,2024-07-08T00:34:18Z,242,46,Point,-91.1801,29.6589
TVS,33,KMSY,97,H0,2024-07-08T00:34:18Z,272,48,Point,-91.3244,30.0468
TVS,46,KATL,69,D4,2024-07-08T00:35:05Z,347,24,Point,-84.3703,34.0373
TVS,30,KMSY,86,M0,2024-07-08T00:40:17Z,242,45,Point,-91.1632,29.6669
TVS,19,KTLX,56,A8,2024-07-08T00:41:45Z,189,47,Point,-97.4264,34.5581
TVS,50,KATL,89,X5,2024-07-08T00:44:14Z,25,27,Point,-84.0331,34.0553
TVS,53,KLBB,75,N1,2024-07-08T00:45:44Z,173,23,Point,-101.7583,33.2729
TVS,134,KFDR,120,B3,2024-07-08T00:48:02Z,46,14,Point,-98.7738,34.5242
TVS,60,KATL,91,L7,2024-07-08T00:50:14Z,300,25,Point,-84.6954,33.8549
TVS,12,KGLD,57,R3,2024-07-08T00:51:10Z,239,78,Point,-103.1233,38.6881
TVS,18,KTLX,54,A8,2024-07-08T00:54:11Z,188,49,Point,-97.4156,34.523
TVS,15,KTLX,50,A8,2024-07-08T00:54:11Z,189,52,Point,-97.442,34.4756
TVS,44,KATL,78,X5,2024-07-08T00:56:14Z,27,28,Point,-84.007,34.0632
TVS,19,KTLX,59,A8,2024-07-08T01:00:24Z,186,49,Point,-97.3813,34.5195
TVS,18,KTLX,58,A8,2024-07-08T01:06:56Z,184,52,Point,-97.3511,34.4671
TVS,15,KTLX,50,A8,2024-07-08T01:13:29Z,190,52,Point,-97.46,34.4781
TVS,36,KATL,75,R8,2024-07-08T01:14:14Z,15,32,Point,-84.0956,34.1629
TVS,37,KATL,75,R8,2024-07-08T01:20:13Z,19,32,Point,-84.0528,34.1519
TVS,36,KMSY,90,P0,2024-07-08T01:22:17Z,248,40,Point,-91.1133,29.7698
TVS,38,KMSY,88,P0,2024-07-08T01:28:17Z,251,38,Point,-91.0915,29.8135
TVS,38,KMSY,91,P0,2024-07-08T01:34:16Z,253,38,Point,-91.0995,29.8346
TVS,19,KLBB,58,D9,2024-07-08T01:52:25Z,224,48,Point,-102.4754,33.0757
TVS,51,KPUX,106,V1,2024-07-08T02:05:34Z,166,34,Point,-104.0078,37.9095
TVS,48,KPUX,101,V1,2024-07-08T02:05:34Z,170,33,Point,-104.0603,37.9178
TVS,27,KMSY,77,F1,2024-07-08T02:10:16Z,232,45,Point,-91.0807,29.5574
TVS,29,KMSY,86,F1,2024-07-08T02:16:16Z,234,44,Point,-91.0836,29.5882
TVS,33,KMSY,93,F1,2024-07-08T02:22:16Z,236,44,Point,-91.1005,29.6091
